Lang	Latitude	Longitude	NINE	ONE	SEVEN	SIX	TEN	THREE	TWO	EIGHT	FIVE	FOUR
136232	-0,144144144143975	19,0990990991	bʱ iː ø    iː d̪ ʃː    	eː bʲ    əː ɗ o̞ː ɥ    o ˀd oi ʁ    	i̘ ɧ    	sʲ ʏ ɑˑ n l    iɪ j tsʰ sː    	ʐ iː əː    m ʊː ʒ ʎ õː l    	ʐ b uɔ    	fʰ ʐ ɒ    s u z u    z̩ r i i    	əː ˀm i    	ˀb ei m    	ʃː ⁿt a fʰ    
114713	-18,162162162162	19,0990990991	lʲ o dʑ    	ɔ a̠ s z    ɭ ɤ e d̪    	ʮ œ v    	ˀt a̤ ɑˑ ɥ nʲ    o ɕ kʼ e bʰ    	wˤ ɔˑ nʲ f aː z    n̪ e sˤ f a̱ d̪    	bː s ā ʝ    nʱ o ⁿts rʷ    	wˤ z u̘ u̘    	ˀt ɔˑ z    	õ z nʲ    	eː f t̪ː t̪    
142143	4,36036036036053	15,045045045046	ɑu s ɡ    ɳ i ŋ̩    øː dʑ ʔ    	ə e ʃʰ ɓ    ɛ ʑ    bʲ eː    ɲ ʌ iː ɣʲ    	kʰ ɛ̤ ɖ    iə rʲ ʔ    	ɡ o qχ ɘ kʰ    	s ɔ kʰ qχ i ɣʰ    a̠ ɦ l̥ kʰ o ɣʰ    ɲ ei kʰ r eː m̩    uː ʑ ɔ    	ⁿd o s r    	s bˤ õ õ    s sʲ u u    u ɯ̱ ˀŋ a̤    z̩ r i i    	ɡ ɯ̃ ɣʰ    	i b̥ ʋ    	s ɔ qχ ⁿd    ȵ o̞ ɾ ʔ    j f ĭ ɹ    
142142	-7,35135135135118	35,7657657657667	iɛ l z    ɑː ȵ pʲ    i s lː    	ʁ e eɪ n̩    	ʒ e ɺ    	z ɛ̤ mʲ e̠ q    	e l q ʒ uː dː    s i f h ɯ̆ ʃʰ    	j gʱ ø tː    j gʱ ø tː    	ȵ e̞ r e̞    	z aˑ dː    	iɛ dː q    ɓ uɔ m    ɓ y m    r ə ɥ    	l ʒ aˑ ɺ    
140292	-22,6666666666665	33,063063063064	ⁿs ə ts    s ă ɹ    	ə ⁿs o d̪    	ə ɬː ⁿs    u ɲ d̥    ⁿt o cː    	ts ə hː ə ɗ    o kʼ ɕ e bʰ    	m çː uː oˑ ɬː ɸ    ⁿd eː m f ɜ n̩    ⁿd eː m f ɜ n̩    	ɖ ⁿs ɐ tɕʰ    sʲ bʱ ũ ʒʲ    ɕ zː o v̥    	ⁿs ã s ã    s i r i    n̥ c aɪ aɪ    	a ts d̪    oˑ t ɸ    o w r    	f kp ɔˑ hː    ʌ dzʱ cçʲ    	f kp ɔˑ hː    
55953	-14,1081081081079	31,7117117117126	s ã tsʼ    	ʈʂʰ u ĭ r̩    aːu ʈʂʰ e ɭ    e g̊    ɑˑ s ɔ r    	ɛ̃ ŋː f    	g ao ɐ̃ː r m    	ɔ ʑ m β u r    	ʑ ɑ̠ çː r    cː u d m    ø j ʋ r    	s̪ ɕʲ ei ei    	z ɔ r    	β ʑ ɔ çː    t̪ː ã m    œ d w    	ⁿt a ⁿt ɮ    dʲ v a vː    yː d b i    
124313	-12,7567567567566	33,063063063064	iɛ ʑ z    	ɨ tsʰ e s    āː e ʈ tˤ    tɕ ɯa oˑ l̪ˠ    r ɘ ʉ c    pˀ ɐ    	iɛ β cː    ɔˑ ʒ sː    	o tʷ ɐ̃ː cçʰ m    	ʑ a β m u cçʰ    	e cː ʑ cçʰ    	ɕʲ ˀd ai ai    	a z cçʰ    ā ɭ n̩    	ʑ a β cː    ɕː øː d cː    	xʲ a ʒ pf    pʼ f e v    
142141	-16,3603603603602	29,9099099099108	ẽ ɸ w    	s e o d̪    	i f cː    	n ɐu ɣ o ʟ    	r̩ ə̆ dʱ ʌː f β    	s ñ u d̪    t̪ cʰ o r    	s ɛ s ɛ    	tʼ i̠ r    	sˤ a̱ l    	f ai ñ χ    ʁ o̞ d dʒʰ    
142140	-31,6756756756755	21,8018018018027	ŭ ʈ p    	æː ʈ e ɾˠ    	pʰ ʏ k    	θ ə ə ŋ m    	ʈ eː y p f ɾˠ    	ʔ ɢ ə kʼ    	ʈ y ɾˠ y    eː ɾˠ tɕʰ y    	eː tɕʰ ɾˠ    u cː cː u    w æ̃ ʔ    	e ʃ m    	f ts ɔˑ ts    ⁿts f ɔ̱ ⁿts    
142139	-7,35135135135118	24,054054054055	i s ʒʲ    lː õ p    	a̠ kʰ aʊ ˀm    	l oi dː    i ɾ w    	w a̠ ə n rː    	s ɔˑ rː ə p rʲ    l̥ ɛ pʰ rː ɛ ɾʲ    s ɑˑ l ɑ n̥ pʲ    	bʱ n̥ oː ˀm    cː lʷ o kp    	ⁿt r u u    	w ɛ ˀm    	ˀm oː rː    nˀ ɑˑ ȶ cː    	lː pʰ ɛ ʒʲ    nˀ ɑˑ ȶ cː    
142138	-23,5675675675674	23,6036036036045	e˞ pf bˠ    	pf eu ă r    	f e˞ ŋ    ñ ʏ ɖʐ    	eu ɕ əː ʄ ŋʷ    	ŋ̩ au u ŋ̩ ɲ r    ŋ̩ ʄ u u f ɬː    	k k oˀ r    	u ŋ̩ bʱ u    ŋ̩ ɗ ẽ ẽ    u r ˀɲ u    	fʲ ɛi r    	ɑː r ŋʷ    ỹ ɸ j    	ʃ f i̠ kˀ    
138240	-15,9099099099097	23,1531531531541	ṽ oːu b    	ɔu ʄ õ̞ d̪    i ɑˑ tsʰ ŋʷ    	ɑ̆ ʜ k    oː q cː    	w ʃ ɯː õ̞ m̥    gː ĭ õ̞ ʃ m    	s ɯ m eu ʜ d̪    	r k ɯː d̪    	r s eu uː    	ɯ w d̪    ɴ ə tˀ    	nʲ i m    ʑ q ɔ cː    	r ʜ ɯ k    ʑ q ɔ cː    
103631	1,20720720720738	20,4504504504514	ṽ oːu b    	ɯ u̘ s mː    tsʲ ə̤ æ̃ m̥    	oːu ɖʰ k    ɛ̤ m ɖ    	n b ɛi o m    mˀ a̤ː ɪ̃ d̪ʰ ŋ̩    	ṽ ɔˑ m uɔ ɖʰ r    	kʰʲ kʰʲ ɑ̃ b    t̪ cʰ o r    o ʃ ʃ p    	ṽ z uɔ uɔ    	b ɔˑ r    ʉ w r    		ʉ kʰʲ ɖʰ kʰʲ    
89842	-4,19819819819803	27,6576576576586	xː i w    	o ɐ s fˠ    	ɛ̤ m ʈʰ    	ɕʲ ˀn eu o bʰ    	s h i̱ ʎ ɔ̃ː rʷ    	m ʈʰ ē tɕ    	ʋ ø r ø    	ə ˀp tɕ    	ɛ̤ ˀp ȶ    	m m ʌ z    f qʼ u χ    eɪ f pʲ ɾˠ    f ʉ c ʃ    bʱ yː f a    
140291	-1,49549549549533	30,8108108108117	d eː ɵ    	lˠ ɒː e̠ tʰ    æ ʥ ũ tɕ    ə s ɒː tʰ    	w i ʈ    	ɜ n t aː ʋː    ɛ lˠ j s    t ä o ˀɣ ɱ    w o ŋ a˞ m    	t eː ɵ    ʃ ɔˑ g ŭ m ʃʰ    ɔˑ s m u f ʃʰ    	gʱ p͈ ø d̪    	v t oː    	h i ɯ    	pʰ ɛ vː    u̥ r nʲ    	s ĩ ɓ l̥ː    
136228	4,36036036036053	27,2072072072081	ṽ oi b    	ɑ̆ lˠ    	a̤ t̪ ʃ    	b n aˑ ei m    ʈʂ n eː ɯi p    	ṽ ɔˑ m uɔ ɖʰ ɡ    	kʰʲ kʰʲ ɜ b    ei ʃ ʃ p    	ṽ uɔ ɦ uɔ    	b ɔˑ pʼ    ʉ ʰk ɡ    t ĕ pː    	ɛ̤ ɬː h    	cç ɔˑ ɖʰ cç    
134254	-26,2702702702701	20,0000000000009	i s w    	s ɔ ä ʑ    ɔ ũ cçʰ r    	ə̃ xʲ cː    pʰ əː k    	w ɔ ä ɭ tsː    o w n ĩː ɮ    	s ĩ tsː f ɑi ʑ    	ɬ cː ɐu ʑ    ɸ cː ɐu r    o cː ɓ r    	s ɑi ʑ u    r ɣʲ aˑ aˑ    	ĩ w ʑ    o w r    	ʑ β a cː    	oːu ʒ ɸ cː    ʀ e ʀ cː    ʑ β a cː    hʷ o ɓ mʲ    
89841	-30,3243243243241	24,5045045045054	eː xʲ z    kː i dʲ    	n̪ː ɔ: ai ȶ    	ɔˑ ʒ pf    ɦ i ŋ    pfʰ e k    	z ɯa oˑ n dz    dʑ ə ei ʁ tɕ    	n̪ː ʌ̃ kˀ ⁿts ai ȶ    	pf ĩː xʲ l̪ˠ    l̪ˠ ai pf ȶ    	l̪ˠ xʲ ai ai    	a z l̪ˠ    	ɔˑ l̪ˠ dz    	a xʲ ʒ pf    k ɔˑ f k    
112826	0,756756756756926	26,7567567567577	i ⁿdː w    		f ɯ̃ ɭ    	w œ ɡ e ⁿdː    	aːi t æː    	c tʰ œ d̪    	i̤ lː s i̤    	w ɒ d̪    	ɑi ʐ c    	yː n pfʰ ɛ    
89840	-22,216216216216	24,5045045045054	ʃː e w    f ui tɕʰ    	o ɪˑ ɗː s͈    é e s r    	ñ ʏ ɖʐ    	pʷ e ũ n lʲ    	ʃː u θ ə̥ f r    	ɖʐ x o ʔ    	s nː ä eː    	w ʉ ʔ    	oːu r n    d̪ i l̥    j i m    	ʈː f ɑ̆ ʈː    ʑ n̩ uɔ cː    
112825	-29,4234234234232	31,2612612612622	i s w    	a ts ɛ̃ ʝ    	i f sʲ    ʒ i̟ cː    	pʰ ⁿdz a æ pʲ    	a ɲ s f ø r    	ã z v r    ɪˑ ɮ cː w    	lː xʷ u u    ɤ r ʈʰ ɤ    	pʰ ă r    	r i ⁿts    	r f ă sʲ    
142137	-25,8198198198196	28,108108108109	s ɤ tʷ    	ɛ̃ eː s kʲ    	g iu β    ˀn ə̃ ʃʰ    	w ʉː ei ʁ tɕ    w ũ e ʍ ʈ    	m s e˞ au kʰ kʲ    	tʲ eː ɾʲ tɕʰ    	au kʲ s o̞    t v i    s ɛ̃˞ nː ɛ̃˞    ɛ̃ ɕ r ɛ̃    	au ʁ kʲ    	eː kʲ m    j iu ɹ    	ɾʲ kʰ e˞ pʲ    
78279	-16,8108108108106	12,7927927927937	s ø̠ w    	ɭ āː iː̟ d̪    ɑˑ s o r    ʁ ə œ ʔ    	ɜː w cː    	w z uˑ e̱ m    	ŋ z ɔu z ɨ̠ xʲ    	ɦ tˀ e xʲ    	ɨ̠ ŋ ɭ ɨ̠    ɒ d̥ rː ɒ    v w i    	fʲ ɔu xʲ    w y r    	ʑ uɔ n̩ cː    	ɔu z tˀ ɦ    w z uˑ e̱ m    
136227	-30,7747747747746	22,2522522522532	sʰ e˞ bˠ    	sʰ iə ă r    ʈʂ e ē ŋ    	e˞ f ŋ    f i dzː    	iə w ɑˑ ʄ ŋʷ    tʲ ɑˑ eː tʲ nʲ    	ŋ̩ au ɯa ŋ̩ ɲ r    ŋ̩ ɯa ʄ ɯa f ɬː    	zʲ cː iə r    k k a̠ r    nʱ ⁿts o ñ    	ɛ̃ sʰ r ɛ̃    ɯa ŋ̩ bʱ ɯa    ɗ ŋ̩ ẽ ẽ    r ɯa ˀɲ ɯa    	fʲ ɛi r    	r ɑ ŋʷ    	ʃ f ʊ jː    
130359	-16,8108108108106	21,3513513513523	oːu ṽ b    dʰ y w    i dz w    	ɐi ṽ aː r    o p o̞ː l̥    	a̤ f ʃ    	n b aˑ o m    	ṽ ɔˑ m uɔ ɖʰ r    	o t̪ ⁿg r    o ʃ ʃ p    	uɔ ṽ z uɔ    	ɔˑ b r    w ʉ r    e w r̃    	r ai m    r ɨː nʷ    vː ʊ ʔʷ    	ʉ kʰʲ ɖʰ kʰʲ    
140290	-10,5045045045043	26,7567567567577	i kp dʲ    	ei l e̞ w    o œː z̩ pʲ    ɯ u̘ z̩ d̪    	u tˤ cː    	e̞ tʲ d̪ː ei ʒ    ɛː n kʼ oː bʷ    	l o̞ tˤ õ ʒ w    	tʰ cː e̞ w    	l õ sː õ    ʊː z̩ ˀm ʊː    	pʲ o̞ w    	ʥ i b    rʲ oːu m    ʑ kʷ ɔ cː    	tʰ tˤ o̞ cː    ʑ kʷ ɔ cː    
142136	-17,7117117117115	34,4144144144153	dː aɪ t    eː h ɵ    ɐː l̥ kʷ    	dː o ɯ̆ r    o ɛː ɭ r    o ɛː ɭ r    tː ɛ    s ɛo ã kʷ    ɔu ɪ̃ ʄ d̪    ɯ u̘ d̪ʰ d̪    	œ dz cː    ɧ ɐu    ʃʼ i ŋ    ɐː pʷ k    	t o ɯ̆ gʰ gʰ    ʃ b aˑ o m    	ɐ̃ dː m ŋ̩ ɔ̃ː r    t eː ɵ    	ʂ ɯ̱ o tɬ    	ɔ̃ː ʈʂʰ r o    b̥ d̪ʰ u u    	ʊ t r    æ̃ mˀ tɕ    w ɔ pʲ    a t dʷ    	ɛ r m    	ɯ̱ f æ̃ ʂ    k f ɔˑ k    
122310	-3,74774774774758	37,5675675675685	y s rʲ    aɪ ɥ ɹ    s i lː    	ʕ o ɔˑ t̪ː    	ˀd o cː    ã ʒ ɬʼ    ã ʒ ɬʼ    	tsʼ rʲ iː̟ ɑˑ n̪    	l ɔˑ t̪ m u ʃʰ    	gʱ ʟ ə tˤ    	s a r̃ ɪ    	a bʷ ɲː    	β u m    	a ŋ̩ f ŋ̩    
120427	-22,216216216216	27,2072072072081	ɐː l̥ kʷ    	aˀ o kʰ kʰ    e̱ ɑ̃ x d    	ɐː g̊ k    	kʷ ãi pʰ ɑˑ nˀ    χʷ õ ə ˀp χ    	l̥ ð ɨ g̊ ʊ ɹ    	k ãi k ɹ    	l̥ ɨ sˠ yː    	yː kʷ ɹ    	ɐː ɭ nˀ    nː əː dʒʱ    	g̊ ɨ k k    
142135	-24,4684684684683	34,8648648648658	ɲ ʉ t    	ɓ uɔ ɨ̃ qʰ    	ʉ d̪ bʱ    	ũ ɯ ʋ ɗ m    	ˀb m ei ã d̪ ˀb    	bʱ ũ m ȶ    	ɲ ȶ ũ ũ    	ʋ ə ȶ    	lʱ i̟ ʈʰ    	ɔˑ ɾ kp hː    
124309	1,20720720720738	35,7657657657667	ə̃ː s w    	s u yː d̪    	f i cː    	n w o̞ː ɑ̠ w    	s aː f mʲ u d̪    	ɬ o̞ː kp j    	s i̟ dz ɯ    	æ w j    ā ɭ n̩    	ɕ ɯ ˀd    r i s    	kp æ ɭ d    ŋʷ aːi ɡ a    
132286	3,45945945945963	30,3603603603613	ɛ p m    	ʀ e ə˞ fˠ    s ã eu ɕ    	ʉː ɧ    	ʔ ɑ̃ iə ȵ ʡ    	ɾ p ȵ ɑ̃ ɛ h    	cː mˀ u pʲ    	h̃ p ɑ̃ ɑ̃    ʀ u mˀ u    ʈʂ ə n̪ ə    	ʔ ɛ h    	ã t̪ː m    i r sˤ    	j ȵ ɛ k    ɔu ʔ t̪ v    
101828	-15,9099099099097	33,5135135135144	ⁿs ɛ ts    	ø̠ dː iː r    dz ə o r̝    dz ə o r̝    	i hː cː    m əu ŋː    f e˞ ŋ    	ts ɛ ə ɲ sʰ    	o ɮ cçʲ u ʎ dzʱ    o ɮ cçʲ u ʎ dzʱ    	sʲ ʌ bʱ ʎ    ɔˑ dʲː cː t    m o cː r    	β ɔi ʈʰ ɔi    ŋ̩ ɗ ẽ ẽ    	ā ɭ n̩    	yː β ŋ    r a̱ ɲ    	hː ə̆ j vː    
140289	-24,0180180180178	25,8558558558568	f ui tɕʰ    	o ʈʂ ə ʔ    o ɪˑ ɗː s͈    ɯ ɨ s d̪    ɑˑ o vʲ r    	ñ ʏ ɖʐ    	t e n ũ lʲ    	s e tː m e ɖʐ    s u θ ə̥ f r    	o ɖʐ x ʔ    	s ʈ ɔ̃ː ɔ̃ː    	w ʉ ʔ    	ỹ ɸ j    	ʈː f ɑ̆ ʈː    ʑ β ɔ cː    
142134	-29,8738738738737	27,6576576576586	s i sʰ    	ʉ ʡ ɑ ɾ    s ɛo ɐ tʰ    	kʰʲ oːu cç    	ʃ b aˑ o m    	ṽ ɔˑ dʒ uɔ kʰʲ r    	ˀɣ ˀɣ ɜ b    	b̥ d̪ʰ u u    	w ʉ r    	ɛ f n̩    	ʉ kʰʲ ˀɣ ˀɣ    
142133	2,55855855855873	34,4144144144153	ɔ ʒʲ a    	ʊː n̪    bʲ eː    	ʉː tɬʼ    	m p ĩː ñ    oi g̊ ts ɾ    t bˤ ɔ: au ʝ    	ʃʼ ɔ a    	t ʂ uɔ    	dʒ ʂ o̱    u s w u    	tː a ʊː    	ɑˑ ɭ m    	ɤ ʈʂʰ ɸ d̪    
91439	-1,94594594594578	10,5405405405414	i̤ s w    sˠ i tˀ    d̪ iː f    	o h e gː    ʑ ɛ    ɯ u̘ s ɖʐ    ɯ u̘ d̪ʰ ˀk    	ɧ ʉː    ă f cː    	a̤ bv k c    o tsː e˞ lʲ m̩    	ts uː h uɔ ŋ̩ r    ⁿq uː ɔ    r̝ iu h ou t t̪    	x o t̪ r    	r uɔ qʼ uɔ    rː t oː    b̥ s ʌː ā    	m̥ uː r    	r i ɻ    ĩ ˀn m    ɒː d̪ʰ ʀ    d̪ʰ ɑ̃ m    	ɟ tsʲ yː ãː    ɤ f rː kʰ    tɬ m̥ ɑː x    
136226	-33,9279279279278	22,2522522522532	ⁿd ɐi m̥    	e ɪ ⁿd cː    		ɪ mʲ e n n    	s ɔˑ m dʑ u ʔ    	ts ts e r̃    	aˑ ⁿd ⁿd ũ    	m̥ ɔˑ r̃    	o cː n    	f ts eː ts    
86771	2,10810810810828	42,072072072073	u ɕː m    ɛ p m    	a̱ ɕː ɛ̃ ɹ    ɑ̠ s ɯː ʃʰ    ɘ tsː au s̪ː    q ɨ̃ ɛ̃ ʃʰ    v o ø sː    	tʲ u f    	m ə ɛ̃ h ts    ʔ iə œ w ʡ    	ɕː ɛ̤ ts u tʲ ʃʰ    ə s mˠ ɖ e ʃʼ    	f kp ə ʃʰ    	b̥ u ɕː u    	ɪʊ m ʃʰ    tʰ ɔˀ ɟ    	ɬː œ l    	kp tʲ ɛ̤ f    sː f e v    
140288	-21,7657657657656	16,8468468468478	a˞ ʈː ɗ    	ɗ e e ˀd    	tɕʰ i̘ fː    	t o j̃ o l̥    	ɲ ə m f u d̪    	k ʌː j l    ʔ ˀŋ ə n̥    	u p ɾˠ ɯ    	ʌː ɗ l    	ɾˠ aːu ʡ    	d̪ ɔˑ tɕ ʃʼ    
140287	-1,49549549549533	13,2432432432441	iː m̥ ɯ    	i au lʲ pʲ    ʊː g̊    	i ɗ cː    	t i bˤ au q    	eː t ɵ    	ʡ cː ĩ pʲ    	ȵ ỹ ʡ ỹ    	t a pʲ    hʷ õː ɨ    	j i m    	ʡ ɗ ɛ̃ cː    
86770	-2,84684684684668	38,018018018019	ʜ ă w    	ʌ ui χ pʰ    lʲ aɪ o β    	i f k    	ʃ dz ø ui m    	ɔ χ m f æ pʰ    	k ʔ ø pʰ    	aːu ɮ cçʲ â    	ɔ ʃ pʰ    	b̥ ø m    i qχ qχ    	tʷ x ɑ̱˞ ɕʲ    
105268	-9,15315315315298	22,7027027027036	mˀ ə i    	ʊ̃ ʈ    nʲ ɛ    ɐ β    ʊ ɔ̃ː pʰ ʔ    ø̠ u̘ d̪ʰ h    	iu ɧ    oːu ɖʰ ʋ    	ʊ̃ k ʈ ç    ʝ u ɑː n ˀl    	ə ʮ i    	ʮ ʁʷ ɯ    	v ʮ ou    	β aː a    ʈː i a    	ɔ pʰ ʈ    ʝ u ɑː n ˀl    	pʰ yː ʁʷ a    
142132	1,65765765765783	14,1441441441451	ɑ ɳ r̃    	ɳ ɑ̃ː e dʒ    	u k jː    	ei r̃ qʰ e dʒ    tʰ eˑ ɤ x gʷ    ɲː ɤ ɔː n j    	ɳ ẽ̞ m f ø dʒ    	s cː e̞ pʲ    ʐ ⁿdz uɔ    	zʲ ɤː bˤ õ    t ɸ oː    u θ ˀŋ a̤    	r̃ ɔˑ dʒ    	oˀ l r̥    ʒ ɑː cçʰ    d̪ʰ i m    	f qʰ ẽ̞ ɳ    
142131	-14,5585585585584	29,4594594594604	k ei ⁿt    	ũ s ɑ˞ ʃ    ɯ u̘ s d̪    ɓ ao ũː r    	ʒ e cː    i g̊ rʲ    	dː n ũ ɨ v̩    	ẽː l z a̤ m rʷ    	d ũ v rʷ    cː ũ ʔ d    	rʷ l ɔ̃ː ɔ̃ː    a χ r a    	ẽː dː ɾ    ˀb ũ d̪    p u ʝ    	dʱ ɨ m    	d z ʉ v    
96505	-13,207207207207	40,2702702702712	i̱ l pʲ    	ĭ g    	ʒ ɜ ʈʂ    	lː āː ð o ɲ    	a nː ʂ f u pʲ    s əi n ʒ e̞ ʒ    	f āː v ʈʂ    	nʲ ʈʂ āː āː    s w ɛɪ ĩː    	ə nʲ ʈʂʰ    	ȵ i m̩    	ŋː o̞ v f    ȵ i m̩    
83748	-24,4684684684683	25,8558558558568	i s ʔ    ə̃ dʲː z    	ɐi ʂ aːu r    	ʮ œ v    	rʲ ãː ɑˑ ɥ nʲ    	ɬː ɔˑ nʲ f o r    s ĩ ɟ æː d dʷ    	d̪ʰ d̪ʰ ãː r    a v t̪ r    	ɬː r u̘ u̘    b u tː u    eˑ s nː eˑ    	rʲ ɔˑ r    	æː r nʲ    i j m    ɔ b̥ v    	ɔˑ f d̪ʰ d̪ʰ    f j ɔˑ kp    x u f cː    
140286	-19,5135135135133	21,3513513513523	ȵ aːi ʌ    	o ɾ ɔ d̪    	ɓ aˑ ɮ    aː̈ f cː    oː ʁˤ l̥ː    	n̥ ɯ tɬʰ ɔ m    ʝ u ɑː n m    ɯ ɔ w̃ n dz    ɦ ɪ ɑ̆ n n    	s iː m ɓ o d̪    	k a k b    kʰʲ kʰʲ ɐu b    	ʄ r u u    	n̥ i̱ d̪    ɑː xː d̪ʰ    	ɾ o̞ː l̪ˠ    	ɓ n iː ɮ    
140285	-5,99999999999983	16,3963963963973	ɯ ⁿɢ ṽ    	θ œ yː ʁ    	ɯ cçʰ k    	rʲ ẽː o̞ː ṽ m    p ɛˑ e sˤ m    	oi m ⁿɢ uː cçʰ b    	ẽː k jʷ r    ai dʲ ɣ    	ɣ bʱ ɔ̃ː ɔ̃ː    	ˀb eː ɣ    	i ʁ fʲ    	cçʰ ɤː jʷ ˀl    ç ai f b    
116578	-8,70270270270253	22,2522522522532	ʑ iɛ dʲ    	əː tsʰ e̠ fː    x au    	d̪ iɛ cː    	χ ẽ x ũ kʷ    u r̃ w̃ ɨˑ ʃ    	h ə f t̪ ə r    	t ʃː aˑ    	t̪ ʑ u u    	ɛ̃ː dʲ fː    	ẽ ɾ l    	ŋ̩ mː ɯ ɹ    ʑ ʒ ũ cː    
86767	-8,25225225225208	25,4054054054063	iɛ ʑ ɳ    	nː o̱ o r    	iɛ nː pʰ    	o t̪ː o̱ r m    ao dʒʱ ɐ̃ː r m    	ʑ oˑ m nː iɛ r    s ĩ ɖ ñ o d    	õ ʑ pʰ r    l̪ˠ e̞ cː h    	ʑ iɛ r iɛ    ɕʲ a̱ ˀd a̱    kʰ au kʰ au    	ɔ ɳ r    	nː ʑ oˑ ɦ    ʑ jˀ uɔ v    	nː ʑ oˑ ɦ    
142130	-5,99999999999983	38,4684684684694	i s m    	s ã eu ɕ    ɑ̃ː e ⁿd r    	v i ʁ    	w z eu ã m    	á s m v e ɕ    	ts ã ʁ ɕ    	r tɕ ũ ũ    	ɔ̱ w ɗ    	i ɟ m    ɗ ɛ m    	aːi ˀt ɟ a    
138234	-16,8108108108106	24,054054054055	vʲ ɐ̃ rʲ    	o a̤ː tsʰ r    ə o dː r    	ie t͈ ʜ    	rʲ o ɑˑ tsʼ nʲ    	nʲ vʲ v a a r    	c o c r    ʔ ˀŋ ə z    	vʲ çʰ a ʌː    t͈ ɔ̃ː ʂ eː    	a rʲ r    	ɛˀ r s    iɛ r nʲ    	f c a c    f ⁿts ɑ ⁿts    ʉ kʰʲ ɖʰ kʰʲ    
138233	-7,35135135135118	21,8018018018027	āː ʀ gʱ    ai tː s͈    s i t    ⁿd aˀ ɭ    	e ā ɲ kʰ    e ā ɲ kʰ    au ɗ ɑ̃ x    g̊ ʊː    	f ʌ ð    uɔ f ð    	ʁ gʱ u ɪʊ l̥    v ȵ oː oˀ j    	s j ɑ˞ ɾˠ ɔu nʱ    j r eˑ ɘ t̪ː tɕ    ṽ ɔˑ m uɔ ɖʰ r    aːi qʰ ɔ    	s bʰ ɪˑ pʲ    ai l̪ˠ cː lː    	r ʀ u u    eː s r au    	o̱ w d̪    ai w r    	āː r p    	rː ⁿdz a̱ fˠ    ɔɪ rː s ʂ    
62148	-6,45045045045028	19,0990990991	ɜ ʑ z    	tsʼ au ɑ̃ x    dʰː e i̘ d̪    tː ɛ    	β i̠ d    	t n o i m    	t aːi ɯ    	c bˠ ĩ pʲ    	ⁿt s o o    hʷ d oː    ȵ ỹ c ỹ    tɕʰ ø r ø    	t ʌː tɬ    	ɑ̃ ɖʐ m    	g β i̘ l̪ˠ    
136224	-1,49549549549533	39,3693693693703	i s m    	ɑ̃ː e ⁿd r    		w z eu ã m    	á s m v e ɕ    	ts ã ʁ ɕ    	r tɕ ũ ũ    			aːi ˀt ɟ a    
112819	-3,74774774774758	14,1441441441451	i t͈ ʎ    	tɕ ə ə̃ t    ɛ̃ e d ɣ    	tsʰ i k    u k jː    	n a̹ e tsʰ bʷ    	ɔˑ qχ s̪ ts u d̪    	bʷ kː o m    	t͈ l ɔ̃ː ɔ̃ː    rʷ ⁿtʰ ɔ̃ː ɔ̃ː    ou dː r oː    	r ĕ l    	i l m    kʰ ɒː kʰ    r aːu ʡ    ɔu d w    	v dʲ a cː    f qʼ ă χ    d yː b i    
140284	-3,29729729729713	14,5945945945955	ə̃˞ r ãi    	o ɔ̃ ɾʲ ⁿg    ɛ tː    	ʉː ɧ    	ʊ ɢ pʰ rʲ    ɐu x pʰ rʲ    w ɔu œ β ʡ    	ei ʑ ɑ    	ʐ ɖ uɔ    f ɳ ʏ a    	v ʐ ɯ̃    	ẽː ˀm e    	ə̃˞ ɖ ɖ    õ ʜ ɾˠ    	ɹ ă f cː    
118528	-9,15315315315298	18,6486486486496	i ʈʂʰ lˀ    	dʰː ʊɪ i̘ d̪    o s ɐ tsʰ    	i ˀd ɸ    	ⁿts c a̤ a nʲ    	ʈʂʰ lˀ ɔʊ ˀd ʊ cçʰ    	ɸ zʲ ɑ cçʰ    dʰː ʊ j d̪    	cçʰ ʈʂʰ ɑ ɑ    	uo w cçʰ    	o̞ lʲ mʲ    lˠ aˀ m    	ɔʊ f l̩ ɕ    
138232	-25,8198198198196	31,7117117117126	iɛ j z    ʈʂ uɔ mʲ    k ʌː w    l i fʰ    	e n̪ː ai g    ɳ ɑː ə ɸ    	ɔɪ f k    	z ũ βʲ uː m    ɟː ɑi n ə β    	ɾ ɬ ɔˑ tsʲ u ɲ    	ɛː ð l t    	ɬ ai j ai    	a z ɬ    o w r    	ɔˑ ɬ s    g̊ o ɑo ʑ ɻ    	a j ʒ cː    
110928	-33,4774774774773	25,4054054054063	i ɲ mˀ    	ɲ ɑ ã ɮ    dʲ o ɛu ɴ    	ʎ i cː    ʜ i̱ ɬ    i tsʰ cʰ    f o ts    	ɑ ã mˀ n w    	ɲ ā ʎ w uː ɮ    ɾ ĩ t̪ bʰ ɔ̃ː dʷ    	ɑ ˀr cː kʷ    	ɲ kʷ uː ɑ    æ̃ s r uː    	ā mˀ kʷ    	ă j ɹ    aː b ð    	ˀr ʎ ā cː    
